tipo,lat,lng
Novo mobiliário,-25.430755,-49.29587767,
Novo mobiliário,-25.47412417,-49.23187548,
Chapéu chinês,-25.42719,-49.32901,
Chapéu chinês,-25.36496678,-49.26795225,
Placa em cano,-25.42488308,-49.27612044,
Chapéu chinês,-25.3951751,-49.3325267,
Novo mobiliário,-25.44055124,-49.24865696,
Novo mobiliário,-25.40357269,-49.25079401,
Chapéu chinês,-25.51625911,-49.22604452,
Placa em cano,-25.45080968,-49.30127788,
Chapéu chinês,-25.51463,-49.29071,
Placa em poste,-25.3960385,-49.22249536,
Novo mobiliário,-25.48222237,-49.25529242,
Novo mobiliário,-25.49792,-49.26805,
Chapéu chinês,-25.47195355,-49.27763689,
Estação tubo,-25.46464663,-49.29121252,
Placa em cano,-25.43470141,-49.25937206,
Especial Madrugueiro,-25.44479021,-49.28553365,
Novo mobiliário,-25.43533066,-49.24606866,
Novo mobiliário,-25.50938,-49.2633,
Chapéu chinês,-25.39871821,-49.21904939,
Estação tubo,-25.50681385,-49.28427833,
Novo mobiliário,-25.3951956,-49.26467018,
Placa em poste,-25.52103385,-49.31959829,
Novo mobiliário,-25.45374791,-49.30054966,
Chapéu chinês,-25.42792407,-49.22808039,
Chapéu chinês,-25.58329007,-49.3234393,
Novo mobiliário,-25.42782354,-49.24928326,
Novo mobiliário,-25.50616311,-49.24427671,
Especial Madrugueiro,-25.51782566,-49.22967866,
Chapéu chinês,-25.35906739,-49.33089785,
Domus,-25.38282696,-49.28792852,
Chapéu chinês,-25.42963788,-49.35709599,
Placa em poste,-25.5800485,-49.33522794,
Chapéu chinês,-25.49291,-49.24036,
Novo mobiliário,-25.42814163,-49.24686464,
Chapéu chinês,-25.41227448,-49.30439058,
Novo mobiliário,-25.43546441,-49.25457761,
Estação tubo,-25.47169555,-49.23749311,
Novo mobiliário,-25.42256912,-49.25024617,
Novo mobiliário,-25.46632588,-49.29411906,
Domus,-25.49356,-49.20784,
Chapéu chinês,-25.40079043,-49.27949114,
Chapéu chinês,-25.54293299,-49.25759391,
Chapéu chinês,-25.45622369,-49.37340784,
Especial Madrugueiro,-25.3773086,-49.22523022,
Placa em cano,-25.45638843,-49.25470668,
Domus,-25.54864003,-49.32500419,
Placa em cano,-25.56423124,-49.33623242,
Sem demarcação,-25.35667094,-49.2506517,
Novo mobiliário,-25.47287336,-49.26687721,
Novo mobiliário,-25.40647971,-49.29168781,
Domus,-25.41153472,-49.3612614,
Novo mobiliário,-25.43320472,-49.2353304,
Novo mobiliário,-25.46031297,-49.34522788,
Chapéu chinês,-25.48795211,-49.20417927,
Chapéu chinês,-25.42726242,-49.32895099,
Domus,-25.46599145,-49.20070026,
Placa em poste,-25.43031523,-49.33712667,
Novo mobiliário,-25.39997997,-49.33669376,
Chapéu chinês,-25.53187477,-49.28480065,
Chapéu chinês,-25.54191765,-49.29822955,
Domus,-25.55097069,-49.31190848,
Novo mobiliário,-25.41423688,-49.33456007,
Novo mobiliário,-25.40269769,-49.25993195,
Chapéu chinês,-25.44308959,-49.32072657,
Chapéu chinês,-25.4113757,-49.35031939,
Placa em poste,-25.4190627,-49.34369835,
Novo mobiliário,-25.46868813,-49.29950225,
Domus,-25.54151,-49.27056,
Novo mobiliário,-25.47881706,-49.31346852,
Chapéu chinês,-25.40500847,-49.26829384,
Plataforma,-25.51712758,-49.23034472,
Chapéu chinês,-25.55274567,-49.27640408,
Novo mobiliário,-25.44769554,-49.28290927,
Domus,-25.47969,-49.34908,
Novo mobiliário,-25.45701374,-49.26368806,
Especial Madrugueiro,-25.45239818,-49.28783163,
Novo mobiliário,-25.37979712,-49.25504221,
Estação tubo,-25.44410845,-49.239838,
Linha Turismo,-25.42313831,-49.30601299,
Chapéu chinês,-25.49756,-49.31141,
Novo mobiliário,-25.4370924,-49.21896222,
Chapéu chinês,-25.47847565,-49.31935462,
Placa em poste,-25.54795573,-49.23739787,
Plataforma,-25.43589734,-49.30744275,
Domus,-25.53345,-49.25848,
Sem demarcação,-25.42341352,-49.36322215,
Novo mobiliário,-25.38814005,-49.21045184,
Domus,-25.36058519,-49.2504804,
Especial Madrugueiro,-25.43821602,-49.23854873,
Sem demarcação,-25.54632815,-49.2409028,
Chapéu chinês,-25.42391618,-49.35855377,
Domus,-25.480834,-49.24070341,
Chapéu chinês,-25.42100799,-49.36124805,
Chapéu chinês,-25.471629,-49.31464049,
Novo mobiliário,-25.47770144,-49.24250567,
Domus,-25.55889316,-49.31337833,
Novo mobiliário,-25.49233,-49.22081,
Novo mobiliário,-25.52076644,-49.27000689,
Sem demarcação,-25.55411651,-49.32228997,
Novo mobiliário,-25.48276379,-49.32609099,
Domus,-25.49673371,-49.34952235,
Chapéu chinês,-25.41389866,-49.32229668,
Sem demarcação,-25.5563996,-49.3360135,
Placa em cano,-25.53637663,-49.25149977,
Plataforma,-25.47723753,-49.32745583,
Plataforma,-25.49182679,-49.2931414,
Chapéu chinês,-25.55871,-49.26409,
Domus,-25.56338773,-49.33275998,
Sem demarcação,-25.55963023,-49.33870676,
Chapéu chinês,-25.4796069,-49.35528403,
Novo mobiliário,-25.39370337,-49.24839075,
Domus,-25.56478806,-49.31515095,
Novo mobiliário,-25.43644442,-49.27261463,
Sem demarcação,-25.44822669,-49.2111181,
Estação tubo,-25.4858481,-49.24512118,
Novo mobiliário,-25.44919312,-49.35152168,
Chapéu chinês,-25.51729,-49.23118,
Chapéu chinês,-25.58163919,-49.27509013,
Novo mobiliário,-25.47719111,-49.33554578,
Chapéu chinês,-25.55345917,-49.25093579,
Novo mobiliário,-25.44788398,-49.2846227,
Chapéu chinês,-25.48848208,-49.22616672,
Sem demarcação,-25.37648691,-49.19134228,
Domus,-25.53618,-49.24629,
Novo mobiliário,-25.40022029,-49.24039482,
Novo mobiliário,-25.48780719,-49.31974623,
Novo mobiliário,-25.48729947,-49.25689647,
Novo mobiliário,-25.40692874,-49.33682117,
Domus,-25.37309971,-49.21854038,
Novo mobiliário,-25.45573515,-49.2410254,
Sem demarcação,-25.59470498,-49.26513779,
Chapéu chinês,-25.48510683,-49.2720485,
Chapéu chinês,-25.49992332,-49.34768881,
Novo mobiliário,-25.38722375,-49.26757519,
Chapéu chinês,-25.52250094,-49.28450565,
Chapéu chinês,-25.45954878,-49.35159478,
Novo mobiliário,-25.44468,-49.2231,
Novo mobiliário,-25.3892285,-49.22299706,
Novo mobiliário,-25.38201136,-49.21858806,
Placa em poste,-25.53197548,-49.25178805,
Estação tubo,-25.52905465,-49.24622022,
Placa em cano,-25.55563642,-49.28442958,
Novo mobiliário,-25.41548818,-49.30055502,
Sem demarcação,-25.38847671,-49.28940074,
Novo mobiliário,-25.42310224,-49.24181062,
Sem demarcação,-25.39160127,-49.30096219,
Especial Madrugueiro,-25.44330973,-49.28160891,
Chapéu chinês,-25.5494159,-49.32426274,
Placa em cano,-25.53478918,-49.33146606,
Chapéu chinês,-25.37988,-49.21469,
Domus,-25.36921326,-49.23618737,
Plataforma,-25.49209553,-49.29311189,
Novo mobiliário,-25.42278,-49.31435,
Novo mobiliário,-25.41378385,-49.31145015,
Chapéu chinês,-25.39369671,-49.24856911,
Estação tubo,-25.43921578,-49.31771974,
Placa em poste,-25.37417659,-49.32820457,
Domus,-25.45671,-49.30349,
Novo mobiliário,-25.44706179,-49.34894408,
Novo mobiliário,-25.43548406,-49.28240585,
Chapéu chinês,-25.47362566,-49.35006966,
Plataforma,-25.4416991,-49.34605134,
Chapéu chinês,-25.43089433,-49.27645403,
Novo mobiliário,-25.4030619,-49.27080262,
Chapéu chinês,-25.40266939,-49.20888919,
Chapéu chinês,-25.5622184,-49.31294349,
Novo mobiliário,-25.42833963,-49.27274923,
Novo mobiliário,-25.38577,-49.24705,
Sem demarcação,-25.37634157,-49.19198063,
Placa em cano,-25.38587999,-49.24119399,
Chapéu chinês,-25.41421158,-49.28068141,
Novo mobiliário,-25.49678,-49.2695,
Domus,-25.49271189,-49.31049219,
Chapéu chinês,-25.51742152,-49.26135924,
Domus,-25.55134434,-49.2669805,
Sem demarcação,-25.41734631,-49.21284947,
Sem demarcação,-25.41203347,-49.30289468,
Novo mobiliário,-25.42085518,-49.29134452,
Sem demarcação,-25.39499831,-49.31756559,
Novo mobiliário,-25.4326013,-49.27103463,
Chapéu chinês,-25.54904537,-49.33972416,
Sem demarcação,-25.43931,-49.36442,
Estação tubo,-25.43914045,-49.27040914,
Chapéu chinês,-25.51376294,-49.3351126,
Plataforma,-25.49211074,-49.29321113,
Novo mobiliário,-25.47722,-49.20979,
Chapéu chinês,-25.55966687,-49.33339499,
Sem demarcação,-25.58317152,-49.32345003,
Placa em poste,-25.42584,-49.34295,
Novo mobiliário,-25.40925457,-49.25687793,
Domus,-25.38953969,-49.20381536,
Domus,-25.49892335,-49.28612394,
Domus,-25.39303548,-49.21240487,
Novo mobiliário,-25.46954907,-49.34739684,
Placa em cano,-25.47358661,-49.23469078,
Novo mobiliário,-25.38549546,-49.27538023,
Chapéu chinês,-25.44709415,-49.26897436,
Chapéu chinês,-25.44238466,-49.24336228,
Domus,-25.49159521,-49.29708586,
Sem demarcação,-25.54908197,-49.2467207,
Chapéu chinês,-25.41263671,-49.22171417,
Novo mobiliário,-25.45451079,-49.30265653,
Chapéu chinês,-25.37270676,-49.21158078,
Novo mobiliário,-25.42826441,-49.23016983,
Placa em cano,-25.44231063,-49.35279742,
Novo mobiliário,-25.42016214,-49.28132621,
Novo mobiliário,-25.55072534,-49.29283965,
Plataforma,-25.51306937,-49.29483047,
Placa em poste,-25.472433,-49.37528673,
Novo mobiliário,-25.43011508,-49.27154425,
Sem demarcação,-25.36634759,-49.22203536,
Novo mobiliário,-25.52038,-49.23582,
Chapéu chinês,-25.52984051,-49.28211844,
Novo mobiliário,-25.3783839,-49.28068208,
Chapéu chinês,-25.45071618,-49.27211791,
Chapéu chinês,-25.48060956,-49.32815467,
Sem demarcação,-25.44438055,-49.32159293,
Especial Madrugueiro,-25.44072052,-49.23674896,
Novo mobiliário,-25.41764671,-49.24402613,
Domus,-25.37403821,-49.25491354,
Novo mobiliário,-25.5124028,-49.27368475,
Sem demarcação,-25.38206104,-49.27423048,
Chapéu chinês,-25.39908227,-49.2989411,
Sem demarcação,-25.40095271,-49.34771853,
Chapéu chinês,-25.56744083,-49.33931026,
Novo mobiliário,-25.43307029,-49.28022656,
Chapéu chinês,-25.55291506,-49.31065321,
Chapéu chinês,-25.39298591,-49.32943303,
Domus,-25.57772353,-49.26495808,
Domus,-25.57364201,-49.33266643,
Plataforma,-25.5120785,-49.2950166,
Estação tubo,-25.45145419,-49.26189932,
Domus,-25.50776609,-49.30178168,
Chapéu chinês,-25.42379307,-49.32103015,
Chapéu chinês,-25.46746427,-49.19470762,
Sem demarcação,-25.55211096,-49.2338695,
Sem demarcação,-25.57712595,-49.27579019,
Novo mobiliário,-25.48699922,-49.23786096,
Estação tubo,-25.50347617,-49.29602077,
Novo mobiliário,-25.43681479,-49.24457967,
Chapéu chinês,-25.45135098,-49.2318033,
Placa em cano,-25.52979885,-49.29959219,
Placa em cano,-25.3838648,-49.23932124,
Novo mobiliário,-25.52926784,-49.24100651,
Novo mobiliário,-25.41897371,-49.25426875,
Novo mobiliário,-25.41443433,-49.21931225,
Chapéu chinês,-25.46453795,-49.32678385,
Novo mobiliário,-25.44102875,-49.29830464,
Novo mobiliário,-25.40553684,-49.27112912,
Placa em cano,-25.46041323,-49.26561405,
Sem demarcação,-25.36401342,-49.24212444,
Chapéu chinês,-25.38480537,-49.279748,
Especial Madrugueiro,-25.4757598,-49.29293454,
Placa em cano,-25.41448445,-49.28850252,
Chapéu chinês,-25.42636893,-49.27700505,
Chapéu chinês,-25.37694656,-49.27702668,
Especial Madrugueiro,-25.3939949,-49.24107671,
Chapéu chinês,-25.5475719,-49.31934893,
Novo mobiliário,-25.44456,-49.30532,
Novo mobiliário,-25.40208305,-49.25596866,
Sem demarcação,-25.41083524,-49.26589461,
Estação tubo,-25.49551354,-49.29453172,
Novo mobiliário,-25.41768594,-49.29050884,
Novo mobiliário,-25.40176214,-49.26843816,
Chapéu chinês,-25.47855518,-49.37560472,
Placa em cano,-25.41156588,-49.20166332,
Estação tubo,-25.48696732,-49.24469404,
Chapéu chinês,-25.49193247,-49.23069525,
Novo mobiliário,-25.39969388,-49.2607792,
Novo mobiliário,-25.39021,-49.24517,
Novo mobiliário,-25.44903754,-49.27288293,
Chapéu chinês,-25.41461724,-49.35845319,
Sem demarcação,-25.50356989,-49.32292557,
Sem demarcação,-25.49472416,-49.20872642,
Sem demarcação,-25.46258633,-49.3154158,
Novo mobiliário,-25.44386949,-49.2377967,
Novo mobiliário,-25.49020177,-49.23628401,
Chapéu chinês,-25.49751205,-49.34524733,
Novo mobiliário,-25.41405034,-49.21112481,
Linha Turismo,-25.42958601,-49.27154426,
Chapéu chinês,-25.46141753,-49.27847822,
Chapéu chinês,-25.35652892,-49.23761852,
Domus,-25.53277433,-49.23075743,
Sem demarcação,-25.40504252,-49.35251566,
Novo mobiliário,-25.3991707,-49.33912787,
Chapéu chinês,-25.4236427,-49.30270621,
Chapéu chinês,-25.49448338,-49.3175531,
Especial Madrugueiro,-25.43650839,-49.32836249,
Chapéu chinês,-25.4753921,-49.34005429,
Chapéu chinês,-25.51018831,-49.32821055,
Chapéu chinês,-25.37577964,-49.33433028,
Placa em cano,-25.39888819,-49.29681892,
Plataforma,-25.41282,-49.20506,
Novo mobiliário,-25.43248745,-49.27107486,
Sem demarcação,-25.39200847,-49.29903107,
Sem demarcação,-25.41590634,-49.21545318,
Chapéu chinês,-25.4446881,-49.25529962,
Novo mobiliário,-25.44036473,-49.29474133,
Novo mobiliário,-25.4083958,-49.29202085,
Plataforma,-25.43574205,-49.30735933,
Chapéu chinês,-25.49390233,-49.34976149,
Chapéu chinês,-25.40335749,-49.19630024,
Novo mobiliário,-25.43458783,-49.23672381,
Chapéu chinês,-25.51396627,-49.32310273,
Novo mobiliário,-25.51417202,-49.25118754,
Chapéu chinês,-25.49238,-49.22102,
Domus,-25.38371898,-49.2817058,
Domus,-25.51972726,-49.32847011,
Placa em poste,-25.45502139,-49.33365683,
Chapéu chinês,-25.50243677,-49.21466633,
Chapéu chinês,-25.4955362,-49.27948493,
Novo mobiliário,-25.40454527,-49.25781134,
Sem demarcação,-25.45590649,-49.37729839,
Domus,-25.45422691,-49.35291845,
Chapéu chinês,-25.47562489,-49.19715329,
Novo mobiliário,-25.53502855,-49.29564851,
Chapéu chinês,-25.39622,-49.21595,
Sem demarcação,-25.48558946,-49.3250751,
Sem demarcação,-25.37203651,-49.24609841,
Domus,-25.48171175,-49.19560421,
Novo mobiliário,-25.43527933,-49.27333883,
Novo mobiliário,-25.46125837,-49.32550857,
Novo mobiliário,-25.4210238,-49.29224764,
Plataforma,-25.41299,-49.20551,
Chapéu chinês,-25.37288025,-49.21858244,
Novo mobiliário,-25.44426394,-49.26757691,
Plataforma,-25.53433515,-49.26808382,
Domus,-25.49259568,-49.30867768,
Sem demarcação,-25.55164,-49.23502,
Novo mobiliário,-25.45246,-49.22982,
Chapéu chinês,-25.50593674,-49.33460164,
Domus,-25.36850194,-49.27089113,
Novo mobiliário,-25.40074369,-49.27486549,
Novo mobiliário,-25.42814761,-49.24519,
Chapéu chinês,-25.50293926,-49.33787097,
Placa em cano,-25.55568361,-49.33299634,
Domus,-25.47730007,-49.31129593,
Chapéu chinês,-25.3917346,-49.30098415,
Domus,-25.49545251,-49.32422778,
Chapéu chinês,-25.49750551,-49.31812545,
Plataforma,-25.5120455,-49.29533533,
Sem demarcação,-25.4669288,-49.36984989,
Sem demarcação,-25.5427101,-49.32235166,
Domus,-25.37227311,-49.33031481,
Novo mobiliário,-25.38785788,-49.22074621,
Domus,-25.41989363,-49.20013848,
Chapéu chinês,-25.36379092,-49.32812903,
Chapéu chinês,-25.41915691,-49.32002753,
Chapéu chinês,-25.54738314,-49.31921482,
Sem demarcação,-25.54130887,-49.25510466,
Chapéu chinês,-25.53649,-49.24219,
Placa em cano,-25.4086438,-49.22131151,
Chapéu chinês,-25.44034,-49.33571,
Chapéu chinês,-25.48635657,-49.20596156,
Chapéu chinês,-25.46338044,-49.31773725,
Plataforma,-25.48200014,-49.24669761,
Placa em cano,-25.40076762,-49.29471717,
Chapéu chinês,-25.49560552,-49.22429714,
Novo mobiliário,-25.46799193,-49.29558891,
Novo mobiliário,-25.4149661,-49.3034156,
Novo mobiliário,-25.42820969,-49.26584618,
Chapéu chinês,-25.46589672,-49.19352732,
Especial Madrugueiro,-25.49139141,-49.2937687,
Novo mobiliário,-25.49904,-49.21326,
Novo mobiliário,-25.39514751,-49.24990217,
Chapéu chinês,-25.54465032,-49.25014609,
Chapéu chinês,-25.39080877,-49.21125878,
Chapéu chinês,-25.50032041,-49.21998656,
Novo mobiliário,-25.50495752,-49.32867396,
Chapéu chinês,-25.52154534,-49.29257307,
Chapéu chinês,-25.45454014,-49.1974761,
Novo mobiliário,-25.44943282,-49.30559221,
Novo mobiliário,-25.49875,-49.24784,
Sem demarcação,-25.45782914,-49.25871076,
Novo mobiliário,-25.43566205,-49.27410057,
Novo mobiliário,-25.41770606,-49.27122283,
Novo mobiliário,-25.4921761,-49.21507682,
Novo mobiliário,-25.4772199,-49.25617352,
Chapéu chinês,-25.47873,-49.24727,
Sem demarcação,-25.6031821,-49.32593408,
Domus,-25.42702657,-49.35885149,
Domus,-25.61476536,-49.34252623,
Sem demarcação,-25.46643258,-49.2695618,
Domus,-25.36496513,-49.21416784,
Domus,-25.48160278,-49.24345816,
Sem demarcação,-25.53594293,-49.23894513,
Chapéu chinês,-25.42916024,-49.27387337,
Novo mobiliário,-25.41407578,-49.31098345,
Plataforma,-25.51320322,-49.29511536,
Domus,-25.53026943,-49.32465953,
Chapéu chinês,-25.50697015,-49.32404548,
Domus,-25.46401444,-49.21744946,
Sem demarcação,-25.50867939,-49.26825968,
Chapéu chinês,-25.37970012,-49.2770468,
Novo mobiliário,-25.41162,-49.22907,
Novo mobiliário,-25.54110993,-49.29397268,
Placa em cano,-25.43114051,-49.21598,
Domus,-25.50897916,-49.33595722,
Chapéu chinês,-25.40384806,-49.35698556,
Novo mobiliário,-25.47622242,-49.3061372,
Novo mobiliário,-25.43005937,-49.27125323,
Novo mobiliário,-25.43257488,-49.28946543,
Domus,-25.4926441,-49.30147729,
Sem demarcação,-25.40080491,-49.3626477,
Domus,-25.4956244,-49.32219735,
Sem demarcação,-25.50376602,-49.21755155,
Novo mobiliário,-25.51147664,-49.3283061,
Novo mobiliário,-25.42441,-49.29556,
Domus,-25.52513611,-49.33009172,
Domus,-25.61141071,-49.33733884,
Chapéu chinês,-25.41803693,-49.33791391,
Novo mobiliário,-25.40366278,-49.32823005,
Chapéu chinês,-25.44662547,-49.2212605,
Placa em cano,-25.44394188,-49.22623597,
Chapéu chinês,-25.52809544,-49.28434468,
Novo mobiliário,-25.46601,-49.30076,
Especial Madrugueiro,-25.39912682,-49.21228588,
Novo mobiliário,-25.41427443,-49.33415371,
Sem demarcação,-25.39176,-49.24376,
Plataforma,-25.47599704,-49.29238349,
Novo mobiliário,-25.4299867,-49.35363862,
Placa em poste,-25.45478038,-49.27738827,
Chapéu chinês,-25.46480847,-49.35301334,
Domus,-25.52547708,-49.30147636,
Novo mobiliário,-25.44745402,-49.25770746,
Domus,-25.48879616,-49.34532609,
Chapéu chinês,-25.36379726,-49.28007425,
Chapéu chinês,-25.41225392,-49.35807743,
Domus,-25.47882041,-49.19890464,
Novo mobiliário,-25.46540443,-49.30039536,
Novo mobiliário,-25.43897691,-49.23472713,
Placa em poste,-25.55457029,-49.23320825,
Novo mobiliário,-25.42705307,-49.29865904,
Placa em cano,-25.38373394,-49.23940651,
Chapéu chinês,-25.42214293,-49.26102731,
Domus,-25.51323689,-49.3044022,
Novo mobiliário,-25.41720311,-49.34480846,
Especial Madrugueiro,-25.51241074,-49.2322576,
Novo mobiliário,-25.42048836,-49.26838522,
Chapéu chinês,-25.55581742,-49.267267,
Chapéu chinês,-25.39096977,-49.25527235,
Plataforma,-25.51223017,-49.29575748,
Sem demarcação,-25.43348795,-49.37177356,
Chapéu chinês,-25.48462282,-49.33345874,
Chapéu chinês,-25.39309494,-49.32945985,
Chapéu chinês,-25.39395,-49.22733,
Domus,-25.46931176,-49.34921135,
Chapéu chinês,-25.54336,-49.24821,
Domus,-25.37723892,-49.23433619,
Especial Madrugueiro,-25.53286367,-49.2618826,
Chapéu chinês,-25.40326,-49.21505,
Domus,-25.49702758,-49.34217805,
Placa em poste,-25.45300271,-49.25503123,
Novo mobiliário,-25.39307077,-49.26964452,
Domus,-25.42566304,-49.21541513,
Chapéu chinês,-25.44930574,-49.32607422,
Novo mobiliário,-25.41458574,-49.33994326,
Sem demarcação,-25.39238262,-49.34807438,
Placa em poste,-25.38060184,-49.29945878,
Chapéu chinês,-25.42195121,-49.3270877,
Domus,-25.45147215,-49.3244716,
Chapéu chinês,-25.42004989,-49.20785922,
Novo mobiliário,-25.43859752,-49.27952349,
Sem demarcação,-25.50348216,-49.24890464,
Chapéu chinês,-25.42020614,-49.20790616,
Plataforma,-25.49209258,-49.2936356,
Novo mobiliário,-25.45124805,-49.26759067,
Domus,-25.51573454,-49.33953691,
Chapéu chinês,-25.47479764,-49.34187015,
Sem demarcação,-25.44232747,-49.35145402,
Especial Madrugueiro,-25.4370558,-49.24351215,
Novo mobiliário,-25.49002489,-49.25557367,
Novo mobiliário,-25.41449368,-49.33080095,
Sem demarcação,-25.38247307,-49.1966908,
Chapéu chinês,-25.48109551,-49.2114801,
Domus,-25.39251969,-49.21872085,
Plataforma,-25.4357236,-49.30699836,
Domus,-25.54193061,-49.27359005,
Placa em cano,-25.44532729,-49.26870614,
Especial Madrugueiro,-25.46053664,-49.21170518,
Novo mobiliário,-25.47209519,-49.21697594,
Placa em cano,-25.4446287,-49.24597475,
Chapéu chinês,-25.55106144,-49.31206942,
Novo mobiliário,-25.39561618,-49.27113655,
Chapéu chinês,-25.48894029,-49.29295632,
Especial Madrugueiro,-25.46106336,-49.28980708,
Domus,-25.53895466,-49.31322169,
Novo mobiliário,-25.38839,-49.22584,
Placa em cano,-25.52336768,-49.30226359,
Novo mobiliário,-25.40636264,-49.27585072,
Plataforma,-25.4923559,-49.2931733,
Placa em cano,-25.39122464,-49.24119608,
Novo mobiliário,-25.43357804,-49.23795245,
Novo mobiliário,-25.52633396,-49.26758628,
Domus,-25.53073796,-49.2660895,
Plataforma,-25.51222595,-49.29502245,
Chapéu chinês,-25.36642636,-49.22209613,
Domus,-25.4283722,-49.27286277,
Novo mobiliário,-25.48251521,-49.23988901,
Plataforma,-25.44152945,-49.34659493,
Especial Madrugueiro,-25.50334619,-49.29603383,
Estação tubo,-25.52790619,-49.29135678,
Sem demarcação,-25.52158496,-49.26783534,
Novo mobiliário,-25.44981,-49.27953,
Novo mobiliário,-25.42945863,-49.27110839,
Sem demarcação,-25.40088124,-49.36258199,
Chapéu chinês,-25.42791653,-49.24813896,
Sem demarcação,-25.50158494,-49.32332341,
Plataforma,-25.48365497,-49.35007863,
Chapéu chinês,-25.57598374,-49.33544219,
Domus,-25.54270794,-49.31419607,
Novo mobiliário,-25.48580608,-49.29228041,
Chapéu chinês,-25.37065753,-49.24540635,
Chapéu chinês,-25.49688591,-49.27978265,
Chapéu chinês,-25.48269236,-49.34611771,
Chapéu chinês,-25.58722153,-49.3383849,
Chapéu chinês,-25.48975642,-49.2866652,
Chapéu chinês,-25.47658211,-49.24163513,
Domus,-25.52814797,-49.27281427,
Chapéu chinês,-25.55079554,-49.29926793,
Novo mobiliário,-25.48193159,-49.32310796,
Chapéu chinês,-25.53391064,-49.23441609,
Novo mobiliário,-25.46056816,-49.27336682,
Chapéu chinês,-25.41274816,-49.29629644,
Novo mobiliário,-25.49548,-49.21603,
Novo mobiliário,-25.41248624,-49.239171,
Chapéu chinês,-25.49249369,-49.28169902,
Chapéu chinês,-25.44089128,-49.25266519,
Chapéu chinês,-25.52328901,-49.30222738,
Sem demarcação,-25.52841735,-49.33788693,
Domus,-25.45933452,-49.22083038,
Sem demarcação,-25.47323714,-49.28126726,
Placa em cano,-25.57900094,-49.31710157,
Chapéu chinês,-25.39399032,-49.35437757,
Novo mobiliário,-25.47956879,-49.3043423,
Chapéu chinês,-25.49164952,-49.34910435,
Chapéu chinês,-25.47126309,-49.19724755,
Novo mobiliário,-25.43059349,-49.20780289,
Chapéu chinês,-25.43752467,-49.26609149,
Novo mobiliário,-25.41132725,-49.34947181,
Novo mobiliário,-25.43588731,-49.27448681,
Chapéu chinês,-25.49064858,-49.22862667,
Chapéu chinês,-25.51751583,-49.28151503,
Sem demarcação,-25.40533817,-49.19590193,
Novo mobiliário,-25.50875617,-49.22297379,
Chapéu chinês,-25.58426407,-49.26726747,
Plataforma,-25.4417199,-49.34697828,
Novo mobiliário,-25.46794592,-49.23254091,
Domus,-25.5172111,-49.34249941,
Novo mobiliário,-25.42932765,-49.23686195,
Chapéu chinês,-25.3945515,-49.20316329,
Estação tubo,-25.53570434,-49.27491583,
Chapéu chinês,-25.35354883,-49.25775769,
Chapéu chinês,-25.40811,-49.19855,
Novo mobiliário,-25.49875765,-49.3094904,
Chapéu chinês,-25.44488152,-49.29584525,
Placa em poste,-25.56055214,-49.28965587,
Chapéu chinês,-25.4608143,-49.19330219,
Sem demarcação,-25.52523886,-49.26084707,
Placa em cano,-25.45822172,-49.29346863,
Placa em poste,-25.44005465,-49.3133277,
Chapéu chinês,-25.41214487,-49.30436108,
Estação tubo,-25.45440403,-49.26047482,
Chapéu chinês,-25.36850649,-49.25224695,
Chapéu chinês,-25.48313376,-49.33152353,
Estação tubo,-25.52482275,-49.24754399,
Chapéu chinês,-25.40958724,-49.2611672,
Chapéu chinês,-25.54407472,-49.34078899,
Novo mobiliário,-25.38820867,-49.23714953,
Novo mobiliário,-25.41498,-49.27676,
Novo mobiliário,-25.45827027,-49.25124475,
Chapéu chinês,-25.44489,-49.25083,
Domus,-25.6090549,-49.33498654,
Domus,-25.54078464,-49.318528,
Placa em poste,-25.54971,-49.25693,
Sem demarcação,-25.48509755,-49.28913418,
Novo mobiliário,-25.43486756,-49.27233031,
Sem demarcação,-25.46131427,-49.22714564,
Sem demarcação,-25.55487392,-49.31906462,
Novo mobiliário,-25.45148414,-49.27649488,
Sem demarcação,-25.47399424,-49.2258213,
Sem demarcação,-25.39016928,-49.2889394,
Especial Madrugueiro,-25.43872831,-49.33323473,
Domus,-25.37914506,-49.2380748,
Domus,-25.37282714,-49.2275072,
Sem demarcação,-25.39606923,-49.32986708,
Estação tubo,-25.4523821,-49.22997001,
Chapéu chinês,-25.35673858,-49.23947192,
Estação tubo,-25.43660597,-49.31796002,
Domus,-25.39227729,-49.21627341,
Estação tubo,-25.42924325,-49.27178833,
Novo mobiliário,-25.42543125,-49.26164824,
Placa em poste,-25.35518,-49.27241,
Novo mobiliário,-25.3893133,-49.2982785,
Placa em cano,-25.52230488,-49.28114619,
Sem demarcação,-25.51961109,-49.33320515,
Chapéu chinês,-25.42660093,-49.3252556,
Chapéu chinês,-25.38270764,-49.25115991,
Sem demarcação,-25.36491,-49.22042,
Novo mobiliário,-25.45190672,-49.22338915,
Sem demarcação,-25.39732313,-49.32983758,
Novo mobiliário,-25.39059115,-49.28355223,
Novo mobiliário,-25.41271034,-49.26529843,
Novo mobiliário,-25.41052,-49.22672,
Chapéu chinês,-25.46578162,-49.23229213,
Chapéu chinês,-25.51388518,-49.31015437,
Especial Madrugueiro,-25.43921516,-49.31759745,
Novo mobiliário,-25.51533675,-49.2729272,
Novo mobiliário,-25.41892124,-49.28915026,
Novo mobiliário,-25.43142672,-49.28646806,
Novo mobiliário,-25.44534572,-49.24902979,
