tipo,lat,lng
Chapéu chinês,-25.53015443,-49.29489556,
Novo mobiliário,-25.5113479,-49.27895904,
Chapéu chinês,-25.44544234,-49.3043936,
Chapéu chinês,-25.56716745,-49.28174603,
Chapéu chinês,-25.59361631,-49.33663157,
Novo mobiliário,-25.45800142,-49.34713493,
Novo mobiliário,-25.41815424,-49.26875,
Novo mobiliário,-25.47185758,-49.28590708,
Chapéu chinês,-25.4796643,-49.19400343,
Domus,-25.47793179,-49.30072292,
Novo mobiliário,-25.41582673,-49.25953207,
Chapéu chinês,-25.38343065,-49.29128837,
Placa em poste,-25.38316726,-49.25242144,
Placa em cano,-25.51915723,-49.30711973,
Chapéu chinês,-25.42656511,-49.21053204,
Chapéu chinês,-25.5157769,-49.29893094,
Novo mobiliário,-25.44926813,-49.23006791,
Plataforma,-25.41319,-49.20581,
Estação tubo,-25.3879031,-49.23521508,
Novo mobiliário,-25.5281958,-49.24983694,
Chapéu chinês,-25.53995926,-49.25325248,
Sem demarcação,-25.54474669,-49.2860845,
Novo mobiliário,-25.40303507,-49.26339436,
Placa em cano,-25.49574937,-49.24174096,
Novo mobiliário,-25.53125096,-49.25813843,
Domus,-25.51648493,-49.32658586,
Chapéu chinês,-25.38012772,-49.24126394,
Chapéu chinês,-25.46042161,-49.3223691,
Domus,-25.36670728,-49.26452893,
Chapéu chinês,-25.56288929,-49.2512691,
Novo mobiliário,-25.48811455,-49.22321318,
Estação tubo,-25.42890723,-49.22511264,
Chapéu chinês,-25.58718767,-49.3386263,
Novo mobiliário,-25.459848,-49.34522654,
Sem demarcação,-25.42480504,-49.29923386,
Placa em cano,-25.45520061,-49.33375205,
Sem demarcação,-25.43852315,-49.21177447,
Novo mobiliário,-25.42851361,-49.26684502,
Domus,-25.36064899,-49.25103847,
Novo mobiliário,-25.43131627,-49.2487656,
Sem demarcação,-25.37966002,-49.24006634,
Novo mobiliário,-25.50038058,-49.29107268,
Placa em poste,-25.55584894,-49.23069953,
Domus,-25.43909789,-49.36430346,
Novo mobiliário,-25.5038849,-49.22535134,
Sem demarcação,-25.4784926,-49.31945521,
Novo mobiliário,-25.50136305,-49.26599318,
Chapéu chinês,-25.49366022,-49.21264975,
Novo mobiliário,-25.45274184,-49.27811659,
Sem demarcação,-25.46533713,-49.31807923,
Chapéu chinês,-25.43615249,-49.33853012,
Domus,-25.36863888,-49.27093673,
Chapéu chinês,-25.49975611,-49.22735122,
Chapéu chinês,-25.41941459,-49.33738414,
Novo mobiliário,-25.42714,-49.28849179,
Sem demarcação,-25.37622034,-49.18932392,
Novo mobiliário,-25.45065222,-49.27433972,
Chapéu chinês,-25.49646,-49.20242,
Domus,-25.52400522,-49.23424268,
Novo mobiliário,-25.51086579,-49.27599268,
Domus,-25.53387988,-49.31715805,
Estação tubo,-25.45228702,-49.28792752,
Chapéu chinês,-25.50205916,-49.24536391,
Sem demarcação,-25.59312872,-49.33181047,
Placa em poste,-25.52055701,-49.32011596,
Sem demarcação,-25.59536631,-49.3316254,
Chapéu chinês,-25.5864181,-49.32083219,
Chapéu chinês,-25.52729116,-49.3028644,
Chapéu chinês,-25.54951875,-49.27138701,
Novo mobiliário,-25.4308224,-49.20842517,
Novo mobiliário,-25.46224239,-49.23672582,
Chapéu chinês,-25.47366829,-49.23444629,
Especial Madrugueiro,-25.4365314,-49.32866022,
Novo mobiliário,-25.41439314,-49.21957108,
Novo mobiliário,-25.43348692,-49.20915741,
Novo mobiliário,-25.47972,-49.22531,
Sem demarcação,-25.48738,-49.19985,
Chapéu chinês,-25.40481291,-49.27273649,
Domus,-25.52655911,-49.3290328,
Chapéu chinês,-25.49627716,-49.23870781,
Chapéu chinês,-25.3514216,-49.23110962,
Chapéu chinês,-25.54570224,-49.25151805,
Sem demarcação,-25.4896356,-49.34888935,
Chapéu chinês,-25.55391,-49.26049,
Novo mobiliário,-25.41722864,-49.2658754,
Chapéu chinês,-25.48401,-49.30527,
Plataforma,-25.44170543,-49.3463284,
Novo mobiliário,-25.45223802,-49.22400511,
Placa em poste,-25.44206695,-49.33513324,
Novo mobiliário,-25.4402848,-49.27785146,
Novo mobiliário,-25.43383572,-49.27927438,
Sem demarcação,-25.40209513,-49.30248353,
Novo mobiliário,-25.40979031,-49.23872122,
Placa em cano,-25.53296389,-49.2729292,
Novo mobiliário,-25.45824573,-49.31424866,
Novo mobiliário,-25.45118031,-49.35072372,
Domus,-25.36997046,-49.25146814,
Novo mobiliário,-25.51965752,-49.25518,
Domus,-25.37459585,-49.26155013,
Chapéu chinês,-25.42741966,-49.32730574,
Chapéu chinês,-25.43952656,-49.21420036,
Domus,-25.47604368,-49.19726743,
Chapéu chinês,-25.46272716,-49.26463639,
Sem demarcação,-25.46270911,-49.37173012,
Novo mobiliário,-25.41588912,-49.27149524,
Chapéu chinês,-25.47271852,-49.24464732,
Placa em cano,-25.55814183,-49.31007117,
Novo mobiliário,-25.41172732,-49.27535938,
Chapéu chinês,-25.52770698,-49.31413731,
Novo mobiliário,-25.47702963,-49.29685654,
Estação tubo,-25.42875741,-49.28795066,
Domus,-25.54421629,-49.3159048,
Domus,-25.43630391,-49.35507935,
Chapéu chinês,-25.43538553,-49.29920989,
Estação tubo,-25.45728549,-49.21293701,
Domus,-25.49547066,-49.32383082,
Placa em cano,-25.47376809,-49.26749143,
Domus,-25.55829331,-49.2311028,
Chapéu chinês,-25.52859646,-49.27750102,
Sem demarcação,-25.46439343,-49.23699606,
Chapéu chinês,-25.50505046,-49.34719294,
Chapéu chinês,-25.49735979,-49.24429513,
Chapéu chinês,-25.41255969,-49.35576306,
Chapéu chinês,-25.40340347,-49.3359034,
Chapéu chinês,-25.40985908,-49.26135185,
Placa em cano,-25.45624433,-49.24522373,
Placa em cano,-25.40438715,-49.34480565,
Domus,-25.40841027,-49.21166527,
Sem demarcação,-25.54378473,-49.27940714,
Chapéu chinês,-25.5363365,-49.2322354,
Chapéu chinês,-25.5596629,-49.3334094,
Chapéu chinês,-25.51255019,-49.33335576,
Linha Turismo,-25.42959821,-49.2692042,
Novo mobiliário,-25.42079969,-49.20230096,
Domus,-25.47968753,-49.31077692,
Linha Turismo,-25.40681461,-49.32546169,
Domus,-25.36019246,-49.27228716,
Chapéu chinês,-25.47205655,-49.34715946,
Chapéu chinês,-25.37318695,-49.3197599,
Novo mobiliário,-25.43585197,-49.25761253,
Chapéu chinês,-25.46625003,-49.32717277,
Chapéu chinês,-25.40884758,-49.35762187,
Chapéu chinês,-25.43972761,-49.24755591,
Chapéu chinês,-25.46576528,-49.30003199,
Novo mobiliário,-25.43458,-49.2406,
Sem demarcação,-25.46827404,-49.22462034,
Chapéu chinês,-25.52692937,-49.26551695,
Novo mobiliário,-25.47630852,-49.30589414,
Placa em cano,-25.55076405,-49.28181845,
Plataforma,-25.40128102,-49.32973411,
Domus,-25.50022907,-49.31917687,
Chapéu chinês,-25.55503604,-49.27655026,
Estação tubo,-25.44031426,-49.27179546,
Chapéu chinês,-25.53147859,-49.31503434,
Novo mobiliário,-25.39869111,-49.2737034,
Domus,-25.46656605,-49.20306327,
Domus,-25.42183,-49.21702,
Domus,-25.49271915,-49.30850602,
Sem demarcação,-25.59772507,-49.32392243,
Especial Madrugueiro,-25.43778124,-49.26693857,
Placa em cano,-25.3791802,-49.23798494,
Chapéu chinês,-25.58528256,-49.2954481,
Chapéu chinês,-25.37607993,-49.31418031,
Chapéu chinês,-25.50302157,-49.32575499,
Novo mobiliário,-25.43660736,-49.26017906,
Chapéu chinês,-25.52424609,-49.28617399,
Novo mobiliário,-25.41728696,-49.24993771,
Chapéu chinês,-25.39100018,-49.33278265,
Placa em cano,-25.52082617,-49.30780235,
Chapéu chinês,-25.35682221,-49.28103122,
Chapéu chinês,-25.35271,-49.26416,
Sem demarcação,-25.45773731,-49.37374446,
Domus,-25.54201309,-49.31012171,
Chapéu chinês,-25.50578253,-49.33795546,
Chapéu chinês,-25.47450487,-49.32514052,
Domus,-25.51456901,-49.32257165,
Chapéu chinês,-25.50030661,-49.35429812,
Chapéu chinês,-25.48013911,-49.27967134,
Placa em poste,-25.42098508,-49.30215345,
Placa em poste,-25.48519642,-49.3534105,
Plataforma,-25.47731,-49.32693,
Novo mobiliário,-25.40995438,-49.27562329,
Domus,-25.36697751,-49.238482,
Novo mobiliário,-25.39019437,-49.25959071,
Chapéu chinês,-25.47167,-49.21091,
Domus,-25.55401998,-49.27657876,
Chapéu chinês,-25.39210897,-49.29899168,
Placa em cano,-25.58756721,-49.32461679,
Domus,-25.49179309,-49.33550929,
Novo mobiliário,-25.41055925,-49.22306198,
Chapéu chinês,-25.61593877,-49.35656814,
Chapéu chinês,-25.49810658,-49.25815274,
Novo mobiliário,-25.48491633,-49.25199323,
Chapéu chinês,-25.53554725,-49.25406429,
Novo mobiliário,-25.44669963,-49.28139198,
Chapéu chinês,-25.47279181,-49.33081789,
Domus,-25.46627062,-49.32729481,
Domus,-25.5223858,-49.23033341,
Novo mobiliário,-25.44362123,-49.24415621,
Domus,-25.46352406,-49.2955004,
Chapéu chinês,-25.37723622,-49.24027572,
Chapéu chinês,-25.5028473,-49.21648805,
Chapéu chinês,-25.38436027,-49.30454428,
Chapéu chinês,-25.56428931,-49.33892,
Novo mobiliário,-25.36741182,-49.2597256,
Domus,-25.57260165,-49.33218095,
Sem demarcação,-25.48812941,-49.2881136,
Chapéu chinês,-25.3742808,-49.3282381,
Sem demarcação,-25.45904996,-49.24124736,
Sem demarcação,-25.40095392,-49.34678109,
Chapéu chinês,-25.5495623,-49.27125961,
Domus,-25.47044094,-49.35381146,
Estação tubo,-25.39880061,-49.2453768,
Estação tubo,-25.4469706,-49.21685683,
Plataforma,-25.53432935,-49.26804628,
Placa em poste,-25.5043224,-49.22193329,
Novo mobiliário,-25.43505649,-49.27281848,
Plataforma,-25.53419249,-49.26746746,
Novo mobiliário,-25.46631157,-49.27976292,
Chapéu chinês,-25.44848695,-49.20101979,
Chapéu chinês,-25.40045365,-49.20352075,
Plataforma,-25.50131091,-49.23782515,
Novo mobiliário,-25.39685,-49.28791,
Novo mobiliário,-25.41411542,-49.27602384,
Chapéu chinês,-25.40924249,-49.35510311,
Especial Madrugueiro,-25.41275273,-49.20480251,
Chapéu chinês,-25.56564766,-49.32636291,
Novo mobiliário,-25.4457504,-49.28318235,
Novo mobiliário,-25.44187,-49.30564,
Sem demarcação,-25.48741419,-49.34895908,
Novo mobiliário,-25.41344247,-49.26164548,
Chapéu chinês,-25.46792655,-49.26715318,
Chapéu chinês,-25.56519909,-49.33382514,
Chapéu chinês,-25.38215853,-49.27973555,
Domus,-25.50477089,-49.27492134,
Estação tubo,-25.53123656,-49.25534008,
Novo mobiliário,-25.44473758,-49.30468219,
Novo mobiliário,-25.49583179,-49.27765586,
Chapéu chinês,-25.49496395,-49.31932738,
Domus,-25.36486499,-49.2617901,
Sem demarcação,-25.52544925,-49.30159035,
Plataforma,-25.40061108,-49.33063755,
Sem demarcação,-25.40305457,-49.35386615,
Novo mobiliário,-25.43843538,-49.28989186,
Especial Madrugueiro,-25.49542368,-49.29449692,
Sem demarcação,-25.61346414,-49.34112075,
Domus,-25.44838903,-49.33480481,
Novo mobiliário,-25.41336639,-49.29079,
Chapéu chinês,-25.48309962,-49.35347622,
Chapéu chinês,-25.4734,-49.20032,
Domus,-25.551285,-49.33202085,
Chapéu chinês,-25.4029524,-49.20049475,
Novo mobiliário,-25.40450929,-49.2586264,
Novo mobiliário,-25.38523066,-49.21396527,
Novo mobiliário,-25.5376821,-49.27690977,
Novo mobiliário,-25.4146342,-49.21559605,
Chapéu chinês,-25.53128249,-49.24925073,
Domus,-25.50076689,-49.28407205,
Chapéu chinês,-25.59804679,-49.27698243,
Chapéu chinês,-25.38500546,-49.28467636,
Chapéu chinês,-25.44987248,-49.32967911,
Placa em cano,-25.43606633,-49.28226739,
Estação tubo,-25.47335404,-49.2513341,
Novo mobiliário,-25.53318328,-49.28676665,
Sem demarcação,-25.51936822,-49.24650548,
Estação tubo,-25.45248592,-49.26150881,
Sem demarcação,-25.47496705,-49.30502492,
Chapéu chinês,-25.49442985,-49.26276505,
Especial Madrugueiro,-25.40256737,-49.24887255,
Novo mobiliário,-25.45884269,-49.31623081,
Chapéu chinês,-25.42150028,-49.33494988,
Domus,-25.35259746,-49.25510767,
Chapéu chinês,-25.53977043,-49.25765175,
Novo mobiliário,-25.44463002,-49.29320175,
Chapéu chinês,-25.58887355,-49.32792664,
Chapéu chinês,-25.36688362,-49.27761452,
Chapéu chinês,-25.46453745,-49.36931077,
Novo mobiliário,-25.42827751,-49.26626192,
Chapéu chinês,-25.46450404,-49.32666584,
Chapéu chinês,-25.51971974,-49.23131717,
Novo mobiliário,-25.5087921,-49.22279659,
Novo mobiliário,-25.43008965,-49.27142355,
Novo mobiliário,-25.42533937,-49.28815651,
Novo mobiliário,-25.44727989,-49.28725126,
Placa em cano,-25.43663,-49.33635,
Linha Turismo,-25.43551449,-49.25723543,
Chapéu chinês,-25.41059676,-49.30746842,
Chapéu chinês,-25.51210116,-49.33237407,
Chapéu chinês,-25.53978,-49.28558,
Novo mobiliário,-25.45143938,-49.30569011,
Novo mobiliário,-25.42955673,-49.25464097,
Chapéu chinês,-25.48681823,-49.34170519,
Chapéu chinês,-25.59345,-49.33388,
Chapéu chinês,-25.51825433,-49.32501414,
Novo mobiliário,-25.46272031,-49.27576414,
Novo mobiliário,-25.44996564,-49.2945576,
Sem demarcação,-25.40768113,-49.29783359,
Placa em cano,-25.43138296,-49.27284353,
Sem demarcação,-25.55096249,-49.28919184,
Novo mobiliário,-25.43405251,-49.26080737,
Novo mobiliário,-25.49881817,-49.30981227,
Placa em poste,-25.59458407,-49.34078862,
Estação tubo,-25.43374125,-49.27029166,
Novo mobiliário,-25.40763616,-49.25461415,
Especial Madrugueiro,-25.41326634,-49.25887048,
Chapéu chinês,-25.4849886,-49.28902555,
Sem demarcação,-25.60823737,-49.33336112,
Chapéu chinês,-25.53293064,-49.30820003,
Domus,-25.48869334,-49.22997537,
Chapéu chinês,-25.5320926,-49.33475277,
Chapéu chinês,-25.37427359,-49.25270642,
Novo mobiliário,-25.48460758,-49.32766679,
Chapéu chinês,-25.5713774,-49.33841708,
Novo mobiliário,-25.53304319,-49.26382449,
Novo mobiliário,-25.44324702,-49.28536299,
Chapéu chinês,-25.48728298,-49.26304584,
Sem demarcação,-25.39195754,-49.28749503,
Novo mobiliário,-25.41135634,-49.29200414,
Novo mobiliário,-25.41395119,-49.27937708,
Chapéu chinês,-25.52221411,-49.28109522,
Especial Madrugueiro,-25.44303604,-49.28059638,
Domus,-25.51345407,-49.2406143,
Novo mobiliário,-25432,-49.24134,
Especial Madrugueiro,-25.4356376,-49.25070986,
Domus,-25.50575426,-49.21983889,
Domus,-25.54474427,-49.29221872,
Novo mobiliário,-25.47702525,-49.33729592,
Sem demarcação,-25.41244369,-49.35589851,
Plataforma,-25.40084065,-49.33032373,
Domus,-25.53218578,-49.27083037,
Placa em cano,-25.43971401,-49.28102801,
Placa em cano,-25.42955425,-49.34618586,
Novo mobiliário,-25.41163505,-49.25411831,
Estação tubo,-25.51149988,-49.23258824,
Sem demarcação,-25.59607534,-49.27761543,
Domus,-25.49400522,-49.35249826,
Placa em poste,-25.55159402,-49.23495026,
Chapéu chinês,-25.39093966,-49.20432675,
Novo mobiliário,-25.46404834,-49.28949896,
Novo mobiliário,-25.43888921,-49.30811501,
Novo mobiliário,-25.50636795,-49.22413586,
Placa em poste,-25.47688602,-49.37566492,
Plataforma,-25.40689084,-49.25282823,
Chapéu chinês,-25.46359549,-49.22647241,
Sem demarcação,-25.48372745,-49.23492539,
Novo mobiliário,-25.40428549,-49.24428866,
Sem demarcação,-25.38501136,-49.36174694,
Chapéu chinês,-25.47803141,-49.34016963,
Novo mobiliário,-25.47479037,-49.33820759,
Chapéu chinês,-25.38658793,-49.23602427,
Novo mobiliário,-25.44146622,-49.25862807,
Domus,-25.60707395,-49.33123681,
Chapéu chinês,-25.55730944,-49.28113416,
Chapéu chinês,-25.48910614,-49.30410895,
Novo mobiliário,-25.444475,-49.27551124,
Novo mobiliário,-25.50072806,-49.25306288,
Plataforma,-25.40649717,-49.2524621,
Novo mobiliário,-25.45738498,-49.22513925,
Estação tubo,-25.44468782,-49.26530438,
Novo mobiliário,-25.38859215,-49.21140787,
Chapéu chinês,-25.53682995,-49.25596464,
Domus,-25.5752434,-49.33847308,
Chapéu chinês,-25.52091331,-49.30737454,
Chapéu chinês,-25.54790854,-49.29064426,
Placa em poste,-25.43986208,-49.35816389,
Placa em poste,-25.39111319,-49.24124834,
Chapéu chinês,-25.4632861,-49.1937895,
Placa em cano,-25.47215099,-49.34708168,
Chapéu chinês,-25.44904157,-49.2030918,
Novo mobiliário,-25.50511,-49.24161,
Chapéu chinês,-25.55050451,-49.24800011,
Placa em cano,-25.48251942,-49.24815708,
Placa em poste,-25.43394351,-49.26173809,
Chapéu chinês,-25.47512533,-49.28789634,
Chapéu chinês,-25.49406454,-49.33402857,
Novo mobiliário,-25.42652029,-49.20237947,
Plataforma,-25.37689634,-49.2244972,
Chapéu chinês,-25.38563212,-49.24880743,
Domus,-25.54090096,-49.24170184,
Chapéu chinês,-25.48521377,-49.28742024,
Placa em cano,-25.48933,-49.24486,
Novo mobiliário,-25.5046041,-49.31796887,
Especial Madrugueiro,-25.43560611,-49.30610955,
Especial Madrugueiro,-25.41894494,-49.26405251,
Estação tubo,-25.47741866,-49.28501179,
Chapéu chinês,-25.43789044,-49.36137583,
Domus,-25.39571068,-49.31847352,
Novo mobiliário,-25.52353,-49.25466,
Chapéu chinês,-25.54014783,-49.26290209,
Novo mobiliário,-25.44697452,-49.29502565,
Novo mobiliário,-25.39727709,-49.33484795,
Novo mobiliário,-25.42235836,-49.25511974,
Chapéu chinês,-25.37576631,-49.33444025,
Especial Madrugueiro,-25.42830087,-49.27260707,
Chapéu chinês,-25.47611731,-49.33863004,
Domus,-25.37994105,-49.27934009,
Placa em cano,-25.41899,-49.20647,
Chapéu chinês,-25.41901485,-49.35140732,
Novo mobiliário,-25.43011944,-49.2724566,
Sem demarcação,-25.40072619,-49.30391985,
Novo mobiliário,-25.50706,-49.32217,
Novo mobiliário,-25.42890633,-49.2711902,
Chapéu chinês,-25.43666488,-49.21256515,
Placa em cano,-25.38868665,-49.21156341,
Novo mobiliário,-25.47817661,-49.28950298,
Sem demarcação,-25.61135024,-49.33747831,
Sem demarcação,-25.45669729,-49.33483029,
Novo mobiliário,-25.40751903,-49.24948853,
Chapéu chinês,-25.43630113,-49.30151391,
Plataforma,-25.43599181,-49.30771231,
Chapéu chinês,-25.48314788,-49.27740575,
Novo mobiliário,-25.45246613,-49.29125714,
Estação tubo,-25.49628985,-49.27036557,
Chapéu chinês,-25.46687965,-49.33023183,
Novo mobiliário,-25.47920447,-49.22432396,
Novo mobiliário,-25.41748394,-49.27734843,
Chapéu chinês,-25.60462,-49.32785,
Domus,-25.36566842,-49.25983477,
Chapéu chinês,-25.57314218,-49.32725219,
Domus,-25.36722351,-49.23843506,
Especial Madrugueiro,-25.45218264,-49.28794026,
Sem demarcação,-25.48169115,-49.20989357,
Placa em poste,-25.43517879,-49.35157638,
Sem demarcação,-25.58259722,-49.2954776,
Chapéu chinês,-25.35868184,-49.24182151,
Chapéu chinês,-25.49270639,-49.21163292,
Plataforma,-25.51248286,-49.29484729,
Domus,-25.59767669,-49.3237454,
Chapéu chinês,-25.38998489,-49.335088,
Chapéu chinês,-25.38921141,-49.30275724,
Domus,-25.52245318,-49.23021344,
Novo mobiliário,-25.51020671,-49.25324796,
Plataforma,-25.48383372,-49.34999853,
Novo mobiliário,-25.3945753,-49.26348464,
Novo mobiliário,-25.42859969,-49.26704781,
Novo mobiliário,-25.44672491,-49.26143212,
Novo mobiliário,-25.4103082,-49.27609843,
Chapéu chinês,-25.47835991,-49.35667878,
Novo mobiliário,-25.48220206,-49.214495,
Novo mobiliário,-25.52169675,-49.23943146,
Novo mobiliário,-25.41254191,-49.29130327,
Chapéu chinês,-25.37797,-49.31615,
Sem demarcação,-25.4981185,-49.21984869,
Domus,-25.54468,-49.25882,
Novo mobiliário,-25.50725,-49.26422,
Chapéu chinês,-25.59468804,-49.26499027,
Chapéu chinês,-25.37896524,-49.27336145,
Domus,-25.52812498,-49.32864982,
Chapéu chinês,-25.4678948,-49.31714281,
Chapéu chinês,-25.40488991,-49.31363079,
Chapéu chinês,-25.53276,-49.30814,
Domus,-25.40521,-49.21773,
Domus,-25.51986402,-49.34661123,
